note_id,filename,word_count,line_count,section_count,max_heading_depth,list_item_count,code_block_count,code_block_line_count,image_count,table_count,quote_block_count,tag_count,has_code,has_images,has_table,has_quotes,has_lists,is_empty,has_math
ts_anomaly_detection.py,TS_Anomaly_Detection.py,4,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
svm_example.py,SVM_Example.py,321,33,7,4,15,0,0,0,0,0,1,False,False,False,False,True,False,False
testing_pytest.py,Testing_Pytest.py,143,5,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
testing_unittest.py,Testing_unittest.py,361,26,3,3,3,0,0,0,0,0,1,False,False,False,False,True,False,False
vector_embedding.py,Vector_Embedding.py,139,16,2,3,0,0,0,0,0,0,1,False,False,False,False,False,False,False
word2vec.py,Word2Vec.py,225,21,3,4,2,0,0,0,0,0,1,False,False,False,False,True,False,False
wikipedia_api.py,Wikipedia_API.py,3,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
transfer_learning.py,transfer_learning.py,65,3,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
attention_is_all_you_need,Attention Is All You Need,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
bert_pretraining_of_deep_bidirectional_transformers_for_language_understanding,BERT Pretraining of Deep Bidirectional Transformers for Language Understanding,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
algorithms,Algorithms,347,30,8,3,6,0,0,0,0,0,1,False,False,False,False,True,False,False
bm25_(best_match_25),BM25 (Best Match 25),262,30,3,3,14,0,0,0,2,0,0,False,False,True,False,True,False,True
big_o_notation,Big O Notation,85,7,0,0,3,0,0,0,0,0,1,False,False,False,False,True,False,False
computer_science,Computer Science,1,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
checksum,Checksum,410,31,1,3,3,0,0,0,0,0,2,False,False,False,False,True,False,True
concurrency,Concurrency,99,10,0,0,5,0,0,0,0,1,1,False,False,False,True,True,False,False
directed_acyclic_graph_(dag),Directed Acyclic Graph (DAG),94,4,0,0,0,0,0,1,0,0,2,False,True,False,False,False,False,False
flask,Flask,37,9,2,2,0,0,0,1,0,0,1,False,True,False,False,False,False,False
convex_optimisation,Convex Optimisation,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
generators_in_python,Generators in Python,104,23,1,4,10,1,8,0,0,0,2,True,False,False,False,True,False,False
heap_data_structure,Heap Data Structure,206,35,6,3,9,1,9,0,5,0,1,True,False,True,False,True,False,True
heap_memory,Heap Memory,122,14,0,0,0,1,2,0,7,0,1,True,False,True,False,False,False,False
hash,Hash,323,17,3,3,2,0,0,0,0,0,1,False,False,False,False,True,False,False
how_to_search_within_a_graph,How to search within a graph,98,12,2,4,0,0,0,1,0,0,2,False,True,False,False,False,False,False
immutable_vs_mutable,Immutable vs mutable,6,12,0,0,0,1,11,0,0,0,2,True,False,False,False,False,True,False
java_vs_javascript,Java vs JavaScript,277,17,2,3,2,0,0,0,24,0,1,False,False,True,False,True,False,False
java,Java,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
javascript,JavaScript,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
knowledge_graph,Knowledge Graph,292,16,2,2,5,0,0,1,0,0,2,False,True,False,False,True,False,False
langchain,Langchain,207,22,0,0,17,0,0,0,0,0,2,False,False,False,False,True,False,False
machine_learning_algorithms,Machine Learning Algorithms,252,33,5,5,14,0,0,0,0,0,2,False,False,False,False,True,False,False
monte_carlo_simulation,Monte Carlo Simulation,70,10,0,0,1,0,0,0,0,0,2,False,False,False,False,True,False,False
multiprocessing_vs_multithreading,Multiprocessing vs Multithreading,262,23,0,0,1,0,0,0,26,0,1,False,False,True,False,True,False,False
multithreading,Multithreading,0,0,0,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False
node.js,Node.JS,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
numpy,Numpy,31,3,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,True
processes_vs_threads,Processes vs Threads,321,26,1,2,4,1,3,0,22,0,1,True,False,True,False,True,False,False
pygraphviz,PyGraphviz,77,14,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
ranking_models,Ranking models,10,6,0,0,5,0,0,0,0,0,0,False,False,False,False,True,False,False
quicksort,QuickSort,49,34,2,2,0,1,32,0,0,0,1,True,False,False,False,False,False,False
recursive_algorithm,Recursive Algorithm,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
science_portal,Science Portal,0,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
times_series_python_packages,Times Series Python Packages,1,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
strongly_vs_weakly_typed_language,Strongly vs Weakly typed language,227,27,4,3,3,2,15,0,0,0,1,True,False,False,False,True,False,False
csv_module,csv module,244,48,6,3,7,2,21,0,26,0,1,True,False,True,False,True,False,False
garbage_collector,garbage collector,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
neomodel,neomodel,436,57,6,3,10,4,33,0,0,0,2,True,False,False,False,True,False,False
programming_languages,programming languages,3,3,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
altair,Altair,310,51,9,3,19,2,15,0,0,0,1,True,False,False,False,True,False,False
boxplot,Boxplot,143,43,10,2,12,2,31,0,0,0,3,True,False,False,False,True,False,False
binder,Binder,7,3,0,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False
dash,Dash,139,13,0,0,2,0,0,0,0,0,3,False,False,False,False,True,False,False
dashboards,Dashboards,26,9,0,0,8,0,0,0,0,0,3,False,False,False,False,True,False,False
dashboarding,Dashboarding,2,2,0,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False
data_analysis,Data Analysis,206,12,2,3,6,0,0,0,0,0,1,False,False,False,False,True,False,False
data_analysis_portal,Data Analysis Portal,4,2,0,0,2,0,0,0,0,0,2,False,False,False,False,True,True,False
data_distribution,Data Distribution,48,7,0,0,4,0,0,0,0,0,3,False,False,False,False,True,False,False
data_analyst,Data Analyst,174,15,1,3,13,0,0,0,0,0,1,False,False,False,False,True,False,False
data_mining,Data Mining,179,19,2,3,4,0,0,0,0,0,1,False,False,False,False,True,False,False
data_product,Data Product,67,5,0,0,0,0,0,0,0,0,3,False,False,False,False,False,False,False
data_reduction,Data Reduction,42,4,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
data_visualisation,Data Visualisation,54,16,0,0,12,0,0,0,0,0,1,False,False,False,False,True,False,False
eda,EDA,355,53,7,2,34,0,0,0,0,0,3,False,False,False,False,True,False,False
duckdb,DuckDB,200,20,2,3,9,0,0,0,0,0,2,False,False,False,False,True,False,False
er_diagrams,ER Diagrams,83,32,1,4,11,1,12,0,3,0,2,True,False,True,False,True,False,False
heatmap,Heatmap,182,9,1,3,3,0,0,0,0,0,3,False,False,False,False,True,False,False
label_encoding,Label encoding,93,5,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
linear_discriminant_analysis,Linear Discriminant Analysis,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
log_transformation,Log transformation,252,14,3,3,10,0,0,0,0,0,2,False,False,False,False,True,False,False
mariadb_vs_mysql,MariaDB vs MySQL,255,20,2,3,2,0,0,0,20,0,3,False,False,True,False,True,False,False
looker_studio,Looker Studio,40,8,2,3,2,0,0,0,0,0,3,False,False,False,False,True,False,False
melt,Melt,274,62,5,3,7,4,34,0,0,0,1,True,False,False,False,True,False,False
multiple_correspondence_analysis,Multiple Correspondence Analysis,6,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
multivariate_analysis,Multivariate Analysis,17,3,0,0,2,0,0,0,0,0,0,False,False,False,False,True,False,False
olap,OLAP,205,20,3,3,14,0,0,0,0,0,3,False,False,False,False,True,False,False
page_rank,Page Rank,167,29,4,3,6,1,11,0,0,1,2,True,False,False,True,True,False,True
parquet,Parquet,421,51,8,3,8,1,10,0,0,0,1,True,False,False,False,True,False,False
powerbi,PowerBI,9,2,0,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False
plotly,Plotly,3,1,0,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False
preprocessing_text_classification,Preprocessing Text Classification,161,25,8,4,13,0,0,0,0,0,4,False,False,False,False,True,False,False
preprocessing,Preprocessing,190,16,2,3,5,0,0,0,0,0,5,False,False,False,False,True,False,False
sql_window_functions,SQL Window functions,485,61,5,4,0,2,16,0,64,0,3,True,False,True,False,False,False,False
seaborn,Seaborn,6,5,0,0,1,0,0,0,0,0,2,False,False,False,False,True,True,False
tableau,Tableau,44,10,3,2,7,0,0,0,0,0,1,False,False,False,False,True,False,False
altair_versus_seaborn,altair versus seaborn,296,46,7,3,8,2,19,0,28,0,1,True,False,True,False,True,False,False
t-sne,t-SNE,309,48,10,3,9,1,31,1,0,0,1,True,True,False,False,True,False,False
aws_lambda,AWS Lambda,316,15,0,0,4,0,0,0,0,0,0,False,False,False,False,True,False,False
acid_transaction,ACID Transaction,174,6,1,3,0,0,0,0,0,0,2,False,False,False,False,False,False,False
ada_boosting,Ada boosting,469,25,7,3,7,0,0,0,0,0,1,False,False,False,False,True,False,False
apache_iceberg,Apache Iceberg,95,8,1,3,5,0,0,0,0,0,2,False,False,False,False,True,False,False
adding_a_database_to_postgresql,Adding a database to PostgreSQL,69,31,6,3,0,2,22,0,0,0,2,True,False,False,False,False,False,False
aggregation,Aggregation,19,4,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
attack_mitigation,Attack mitigation,83,11,2,3,3,0,0,0,0,0,1,False,False,False,False,True,False,False
attack_types,Attack types,123,16,2,3,4,0,0,0,8,0,1,False,False,True,False,True,False,False
benefits_of_data_transformation,Benefits of Data Transformation,32,5,1,2,4,0,0,0,0,0,1,False,False,False,False,True,False,False
azure,Azure,16,1,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
big_data,Big Data,170,14,0,0,11,0,0,0,0,0,2,False,False,False,False,True,False,False
bigquery,BigQuery,250,10,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
cuda,CUDA,105,8,1,2,0,0,0,0,8,0,1,False,False,True,False,False,False,False
crud,CRUD,1,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
cassandra,Cassandra,66,9,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
cloud_providers,Cloud Providers,31,6,1,2,0,0,0,0,0,0,1,False,False,False,False,False,False,False
coaching_&_mentoring,Coaching & Mentoring,162,36,1,4,2,0,0,0,0,0,1,False,False,False,False,True,False,False
columnar_storage,Columnar Storage,153,13,0,0,2,0,0,0,10,0,1,False,False,True,False,True,False,False
command_prompt,Command Prompt,174,97,6,4,22,19,44,0,0,0,1,True,False,False,False,True,False,False
common_table_expression,Common Table Expression,155,47,2,3,1,3,36,0,0,0,2,True,False,False,False,True,False,False
components_of_the_database,Components of the database,11,2,0,0,0,0,0,1,0,0,1,False,True,False,False,False,False,False
covering_index,Covering Index,8,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
crosstab,Crosstab,28,29,2,1,1,3,22,0,0,0,1,True,False,False,False,True,False,False
curse_of_dimensionality,Curse of dimensionality,378,14,2,3,8,0,0,0,0,0,1,False,False,False,False,True,False,False
cypher,Cypher,561,147,20,2,34,12,34,0,54,0,2,True,False,True,False,True,False,False
data_architect,Data Architect,17,3,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
data_architecture,Data Architecture,104,29,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
data_cleansing,Data Cleansing,57,11,0,0,7,0,0,0,0,0,3,False,False,False,False,True,False,False
data_contract,Data Contract,177,20,1,3,2,0,0,1,0,0,1,False,True,False,False,True,False,False
data_deployment,Data Deployment,143,17,0,0,12,0,0,0,0,0,0,False,False,False,False,True,False,False
data_dictionary,Data Dictionary,10,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
data_drift,Data Drift,297,19,0,0,6,0,0,0,0,0,2,False,False,False,False,True,False,False
data_engineering_portal,Data Engineering Portal,129,18,1,2,12,0,0,0,0,0,1,False,False,False,False,True,False,False
data_engineering,Data Engineering,276,10,0,0,3,0,0,0,0,1,1,False,False,False,True,True,False,False
data_engineering_tools,Data Engineering Tools,108,13,0,0,4,0,0,0,0,0,2,False,False,False,False,True,False,False
data_evaluation,Data Evaluation,16,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
data_hierarchy_of_needs,Data Hierarchy of Needs,152,14,0,0,0,0,0,1,0,0,1,False,True,False,False,False,False,False
data_integration,Data Integration,216,21,6,3,11,0,0,0,0,0,2,False,False,False,False,True,False,False
data_integrity,Data Integrity,113,16,0,0,6,0,0,0,0,0,3,False,False,False,False,True,False,False
data_lake,Data Lake,260,18,0,0,9,0,0,0,0,0,1,False,False,False,False,True,False,False
data_lakehouse,Data Lakehouse,443,30,2,3,3,0,0,0,0,0,1,False,False,False,False,True,False,False
data_leakage,Data Leakage,62,1,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
data_lifecycle_management,Data Lifecycle Management,85,11,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
data_management,Data Management,70,14,0,0,8,0,0,0,0,0,2,False,False,False,False,True,False,False
data_modeling,Data Modeling,174,16,0,0,6,0,0,0,0,0,2,False,False,False,False,True,False,False
data_observability,Data Observability,439,29,2,3,8,0,0,0,0,0,2,False,False,False,False,True,False,False
data_principles,Data Principles,298,16,0,0,1,0,0,0,0,0,3,False,False,False,False,True,False,False
data_quality,Data Quality,87,11,0,0,6,0,0,0,0,0,1,False,False,False,False,True,False,False
data_security,Data Security,189,44,3,3,19,1,5,0,0,0,2,True,False,False,False,True,False,False
data_selection,Data Selection,137,44,7,3,2,6,19,0,0,0,2,True,False,False,False,True,False,False
data_sources,Data Sources,59,7,0,0,4,0,0,0,0,0,0,False,False,False,False,True,False,False
data_storage,Data Storage,186,23,3,2,10,0,0,0,8,0,2,False,False,True,False,True,False,False
data_transformation_in_data_engineering,Data Transformation in Data Engineering,62,6,0,0,4,0,0,0,0,0,1,False,False,False,False,True,False,False
data_transformation_with_pandas,Data Transformation with Pandas,78,22,1,3,9,0,0,1,14,0,1,False,True,True,False,True,False,False
data_transformation,Data Transformation,90,21,0,0,17,0,0,0,0,0,3,False,False,False,False,True,False,False
data_validation,Data Validation,73,8,0,0,7,0,0,0,0,0,2,False,False,False,False,True,False,False
data_virtualization,Data Virtualization,144,5,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
dataops,DataOps,10,4,0,0,4,0,0,0,0,0,0,False,False,False,False,True,False,False
data_warehouse,Data Warehouse,162,15,3,5,2,0,0,0,0,0,2,False,False,False,False,True,False,False
database_index,Database Index,309,28,3,2,6,2,4,0,0,0,2,True,False,False,False,True,False,False
database_management_system_(dbms),Database Management System (DBMS),59,12,0,0,7,0,0,0,0,0,2,False,False,False,False,True,False,False
database_schema,Database Schema,304,16,1,4,2,0,0,0,0,0,2,False,False,False,False,True,False,False
database_storage,Database Storage,19,4,0,0,0,0,0,0,0,0,3,False,False,False,False,False,False,False
database_techniques,Database Techniques,28,11,0,0,4,0,0,0,0,0,2,False,False,False,False,True,False,False
database,Database,136,21,0,0,14,0,0,0,0,0,2,False,False,False,False,True,False,False
digital_twin,Digital twin,965,57,5,3,0,0,0,0,0,1,2,False,False,False,True,False,False,False
distributed_computing,Distributed Computing,405,22,6,4,9,0,0,0,0,0,2,False,False,False,False,True,False,False
duckdb_in_python,DuckDB in python,115,44,11,3,2,3,37,0,0,0,2,True,False,False,False,True,False,False
duckdb_vs_sqlite,DuckDB vs SQLite,434,25,7,3,14,0,0,0,0,0,3,False,False,False,False,True,False,False
durability,Durability,83,3,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
elt,ELT,217,13,2,3,4,0,0,0,0,0,1,False,False,False,False,True,False,False
etl_1,ETL 1,87,3,0,0,3,0,0,0,0,0,0,False,False,False,False,True,False,False
etl_pipeline_example,ETL Pipeline Example,37,44,6,4,0,1,41,0,0,0,1,True,False,False,False,False,False,False
etl_vs_elt,ETL vs ELT,244,14,1,2,4,0,0,2,0,0,1,False,True,False,False,True,False,False
etl,ETL,299,23,5,5,7,0,0,0,0,0,1,False,False,False,False,True,False,False
estimator,Estimator,16,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
etlt,EtLT,58,3,0,0,0,0,0,0,0,1,1,False,False,False,True,False,False,False
event_driven_microservices,Event Driven Microservices,386,12,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
event-driven_architecture,Event-Driven Architecture,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
fabric,Fabric,227,18,4,2,13,0,0,0,0,0,1,False,False,False,False,True,False,False
faker,Faker,14,5,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
file_management,File Management,32,6,0,0,3,0,0,0,0,0,1,False,False,False,False,True,False,False
folder_tree_diagram,Folder Tree Diagram,25,8,1,2,0,0,0,0,0,0,1,False,False,False,False,False,False,False
foreign_key,Foreign Key,170,21,1,3,3,0,0,0,17,0,1,False,False,True,False,True,False,False
github_actions,Github Actions,171,33,0,0,10,1,15,0,0,0,3,True,False,False,False,True,False,False
google_sheet_pivots_table,Google Sheet Pivots Table,3,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
grain,Grain,38,3,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
graph_query_language,Graph Query Language,107,18,0,0,7,0,0,0,0,0,0,False,False,False,False,True,False,False
groupby_vs_crosstab,Groupby vs Crosstab,125,15,1,3,3,0,0,0,0,0,1,False,False,False,False,True,False,False
groupby,Groupby,39,21,3,3,2,2,11,1,0,0,1,True,True,False,False,True,False,False
honkit,Honkit,9,3,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
how_is_schema_evolution_done_in_practice_with_sql,How is schema evolution done in practice with SQL,4,3,0,0,2,0,0,0,0,0,2,False,False,False,False,True,True,False
hosting,Hosting,108,21,5,4,4,0,0,0,0,0,1,False,False,False,False,True,False,False
how_to_normalise_a_merged_table,How to normalise a merged table,21,4,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
implementing_database_schema,Implementing Database Schema,215,69,4,3,9,6,42,0,0,0,2,True,False,False,False,True,False,False
imputation_techniques,Imputation Techniques,378,85,12,5,7,5,55,0,0,0,1,True,False,False,False,True,False,False
indexing_in_cypher,Indexing in cypher,160,28,4,2,7,2,7,0,10,0,1,True,False,True,False,True,False,False
input_is_not_properly_sanitized,Input is Not Properly Sanitized,123,8,0,0,6,0,0,0,0,0,2,False,False,False,False,True,False,False
joining_datasets,Joining Datasets,16,16,4,3,1,1,13,0,0,0,1,True,False,False,False,True,False,False
junction_tables,Junction Tables,7,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
knime,KNIME,229,59,3,5,12,0,0,0,0,0,2,False,False,False,False,True,False,False
many-to-many_relationships,Many-to-Many Relationships,271,44,2,3,0,2,29,0,0,0,2,True,False,False,False,False,False,False
logical_model,Logical Model,38,8,0,0,0,0,0,0,0,0,2,False,False,False,False,False,False,False
mariadb,MariaDB,165,29,2,3,7,1,15,0,0,0,3,True,False,False,False,True,False,False
merge,Merge,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
missing_data,Missing Data,227,30,0,0,22,0,0,0,0,0,1,False,False,False,False,True,False,False
microsoft_access,Microsoft Access,154,27,3,3,4,0,0,0,0,0,2,False,False,False,False,True,False,False
model_deployment,Model Deployment,133,22,3,2,7,1,3,0,0,0,1,True,False,False,False,True,False,False
monolith_architecture,Monolith Architecture,293,8,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
multi-level_index,Multi-level index,208,35,0,0,18,1,7,0,0,0,1,True,False,False,False,True,False,False
multiprocessing,Multiprocessing,297,74,13,3,15,4,40,0,0,0,1,True,False,False,False,True,False,False
mysql,MySql,49,3,0,0,0,0,0,1,0,0,3,False,True,False,False,False,False,False
nosql,NoSQL,120,19,3,4,13,0,0,0,0,0,1,False,False,False,False,True,False,False
normalised_schema,Normalised Schema,262,16,2,2,0,0,0,0,0,0,1,False,False,False,False,False,False,False
oltp,OLTP,24,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
object_relational_mapper,Object Relational Mapper,1,1,0,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False
overfitting,Overfitting,318,33,0,0,4,0,0,0,0,0,1,False,False,False,False,True,False,True
pandas_stack,Pandas Stack,263,59,5,4,8,2,36,0,0,0,1,True,False,False,False,True,False,False
pandas_pivot_table,Pandas Pivot Table,15,9,0,0,2,1,3,0,0,0,2,True,False,False,False,True,False,False
pandas_join_vs_merge,Pandas join vs merge,115,11,0,0,0,0,0,0,18,0,2,False,False,True,False,False,False,False
pandas,Pandas,18,7,0,0,4,0,0,0,0,0,2,False,False,False,False,True,False,False
pgadmin_permissions_on_windows,Pgadmin Permissions on Windows,97,13,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False
physical_model,Physical Model,25,30,0,0,0,1,27,0,0,0,3,True,False,False,False,False,False,False
pickle,Pickle,0,0,0,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False
poetry,Poetry,143,17,0,0,0,1,4,0,0,0,2,True,False,False,False,False,False,False
polars,Polars,143,9,0,0,3,0,0,0,0,0,0,False,False,False,False,True,False,False
postgresql,PostgreSQL,86,11,0,0,6,0,0,0,0,0,3,False,False,False,False,True,False,False
postman,Postman,6,3,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
powershell,PowerShell,313,61,2,3,11,9,25,0,0,0,2,True,False,False,False,True,False,False
prevention_is_better_than_the_cure,Prevention Is Better Than The Cure,313,23,6,3,4,0,0,0,0,0,1,False,False,False,False,True,False,False
primary_key,Primary Key,84,5,0,0,3,0,0,0,0,0,1,False,False,False,False,True,False,False
push-down,Push-Down,91,4,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False
pydantic,Pydantic,639,62,7,4,9,1,7,0,0,0,3,True,False,False,False,True,False,False
pyright_vs_pydantic,Pyright vs Pydantic,236,19,2,3,0,0,0,0,0,0,2,False,False,False,False,False,False,False
querying_time_series,Querying Time Series,114,22,0,0,5,1,5,0,0,0,0,True,False,False,False,True,False,False
query_optimisation,Query Optimisation,133,16,3,3,8,0,0,0,0,0,2,False,False,False,False,True,False,False
querying,Querying,96,22,0,0,15,0,0,0,0,0,3,False,False,False,False,True,False,False
race_conditions,Race Conditions,0,0,0,0,0,0,0,0,0,0,2,False,False,False,False,False,True,False
relational_database,Relational Database,5,2,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
relating_tables_together,Relating Tables Together,162,24,1,3,1,0,0,0,0,0,1,False,False,False,False,True,False,False
row_parameters_in_sql,Row parameters in SQL,3,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False
row-based_storage,Row-based Storage,188,14,0,0,1,0,0,0,10,0,1,False,False,True,False,True,False,False
sql_groupby,SQL Groupby,223,44,7,4,6,4,18,0,0,0,2,True,False,False,False,True,False,False
smss,SMSS,4,1,0,0,0,0,0,0,0,0,1,False,False,False,False,False,True,False
sql_injection,SQL Injection,349,60,6,3,2,8,28,0,0,0,2,True,False,False,False,True,False,False
sql_joins,SQL Joins,6,3,0,0,1,0,0,1,0,0,1,False,True,False,False,True,True,False
sqlalchemy_vs._sqlite3,SQLAlchemy vs. sqlite3,447,57,10,3,22,0,0,0,48,0,3,False,False,True,False,True,False,False
sql,SQL,84,13,2,3,0,0,0,0,0,0,2,False,False,False,False,False,False,False
